"algorithm","initialisation_method","p1","p2","mu1","mu2","sigma1","sigma2","prop_outliers"
"RGMMBench","hc",0.548749637935314,0.451250362064686,0.241586576846813,3.99702029251747,1.97801569223228,0.294596765353125,0.04
"Rmixmod","hc",0.548747551185394,0.451252448814606,0.24157252834017,3.99702000982119,1.9780061029038,0.294598000800843,0.04
"mixtools","hc",0.548749227151205,0.451250772848795,0.241575427781513,3.99701998930466,1.97801370525825,0.294597201956574,0.04
"otrimle","hc",0.49909461463577,0.500905385364229,0.00797389746549328,3.98632750856825,0.291989544811031,0.316031280227443,0.04
"bgmm","hc",0.548612968041531,0.451387031958469,0.240666333338552,3.99700168940296,1.97738731381354,0.294677781180767,0.04
"mclust","hc",0.548471655975808,0.451528344024192,0.239714596270256,3.99698216747721,1.97673700340177,0.294762006045681,0.04
"EMCluster","hc",0.548460260623288,0.451539739376712,0.239637567083556,3.99698090969052,1.97668409208513,0.294768242531619,0.04
"GMKMcharlie","hc",0.548751008972473,0.451248991027527,0.241595835844186,3.99702044311065,1.97802226867558,0.29459790781533,0.04
"flexmix","hc",0.5225,0.4775,0.239840172391618,3.99697423100534,1.97768800944222,0.294934233357254,0.04
"DCEM","hc",0.548186856350643,0.451813143649357,0.237796035558435,3.99694157850618,1.97542494378725,0.294934540564221,0.04
"RGMMBench","rebmix",0.431751137576768,0.568248862423232,-0.00553754435701312,3.41156554816781,0.260825487925302,2.21356393885803,0.04
"Rmixmod","rebmix",0.431753853318339,0.568246146681661,-0.00553702140421865,3.41158148172423,0.260827103288071,2.2135570185082,0.04
"mixtools","rebmix",0.431750916887259,0.568249083112741,-0.00553718875383305,3.41157196028618,0.260825685409228,2.21356449228301,0.04
"bgmm","rebmix",0.431860407129364,0.568139592870636,-0.00551654084813319,3.41220678976894,0.260890482638205,2.21328529390828,0.04
"mclust","rebmix",0.431990960896361,0.568009039103639,-0.00549152148071149,3.41297330664599,0.260968151507184,2.21295186297869,0.04
"EMCluster","rebmix",0.431932551620492,0.568067448379508,-0.00550271292408859,3.41263032605969,0.260933405134765,2.21310109762054,0.04
"GMKMcharlie","rebmix",0.431749564586268,0.568250435413732,-0.00553779391886342,3.41155627879966,0.260826821925588,2.21356820398706,0.04
"flexmix","rebmix",0.469,0.531,-0.00547625958261035,3.41303128582342,0.26114484079574,2.21384566033515,0.04
"DCEM","rebmix",0.432274417609568,0.567725582390432,-0.00543739914991363,3.41463888440873,0.261136896867272,2.21222609937098,0.04
"RGMMBench","kmeans",0.527795512517329,0.472204487482671,-0.134441120340057,4.17392255994328,1.05271547840508,1.26150595679908,0.04
"Rmixmod","kmeans",0.527795995748282,0.472204004251718,-0.134440800460843,4.17392661137805,1.05271502266965,1.26150027004608,0.04
"mixtools","kmeans",0.527795563825781,0.472204436174219,-0.134441052297053,4.17392356375468,1.05271533335975,1.26150524177754,0.04
"bgmm","kmeans",0.467547558485724,0.532452441514276,-0.00893299181639226,3.57621449963764,0.278857712649023,2.26283876673253,0.04
"mclust","kmeans",0.527833498867028,0.472166501132972,-0.134417772190472,4.17424307203708,1.05267607313314,1.26105525753464,0.04
"EMCluster","kmeans",0.527823632570711,0.472176367429289,-0.134423118369987,4.17415901724852,1.05268772410121,1.26117376863277,0.04
"GMKMcharlie","kmeans",0.527795338942293,0.472204661057707,-0.134441213939408,4.1739210808747,1.05271615876751,1.26150843821535,0.04
"flexmix","kmeans",0.53,0.47,-0.134402583721319,4.17412479339951,1.05322655710378,1.2618949104558,0.04
"DCEM","kmeans",0.527942439582224,0.472057560417776,-0.134364149647418,4.17517744744953,1.05253614592368,1.25973516622135,0.04
"RGMMBench","quantiles",0.527795260779217,0.472204739220783,-0.134441287557744,4.17392045000546,1.05271571468363,1.26150891813749,0.04
"Rmixmod","quantiles",0.527795015628494,0.472204984371507,-0.134441450674545,4.17391839558886,1.05271594423699,1.26151180142915,0.04
"mixtools","quantiles",0.527795079701694,0.472204920298305,-0.134441450632127,4.17391823335486,1.05271600070297,1.26151118203236,0.04
"bgmm","quantiles",0.467592182786543,0.532407817213457,-0.00893197799995332,3.57651410201451,0.278886613879105,2.26269237148741,0.04
"mclust","quantiles",0.527775850682984,0.472224149317016,-0.134454414703522,4.1737580323792,1.05273345748623,1.26173676176837,0.04
"EMCluster","quantiles",0.527773321388532,0.472226678611468,-0.134475733931656,4.17375878409868,1.0526975141364,1.26172728918468,0.04
"GMKMcharlie","quantiles",0.527795338883563,0.472204661116437,-0.134441213978448,4.17392108038248,1.05271615882258,1.26150843890619,0.04
"flexmix","quantiles",0.53,0.47,-0.134440230872869,4.17362267235398,1.05328637396383,1.2626006729301,0.04
"DCEM","quantiles",0.527499483078842,0.472500516921158,-0.134664201291995,4.17147234591646,1.05293777043868,1.26493057816654,0.04
"RGMMBench","random",0.467429750468493,0.532570249531507,-0.00893566908457683,3.57542379140146,0.278781395997536,2.26322489356914,0.04
"Rmixmod","random",0.467427995195912,0.532572004804087,-0.00893570913261343,3.57541201307243,0.278780258979336,2.26323064250163,0.04
"mixtools","random",0.467432896184447,0.532567103815553,-0.00893556798364673,3.57545025055605,0.278783637754302,2.26321453247572,0.04
"bgmm","random",0.467306389794992,0.532693610205008,-0.00893922950621141,3.5745968522738,0.278705163243064,2.26362721662795,0.04
"mclust","random",0.467167256805505,0.532832743194495,-0.00894589453541914,3.57366696496693,0.278635362349583,2.26407488131056,0.04
"EMCluster","random",0.467646300757043,0.532353699242957,-0.00893075656845532,3.57687751804324,0.278921697520395,2.26251471648647,0.04
"GMKMcharlie","random",0.467432260335499,0.532567739664501,-0.00893560718063596,3.57544062931518,0.27878514343145,2.26321686486206,0.04
"flexmix","random",0.503,0.497,-0.00893846127707269,3.57370524504084,0.278808851895266,2.26505145984451,0.04
"DCEM","random",0.466836887818701,0.533163112181299,-0.00897319031707469,3.57147093625452,0.278553455345666,2.26511013285323,0.04
"RGMMBench","hc",0.467434202193048,0.532565797806952,-0.00893556777477915,3.57545366418981,0.278784280318978,2.26321031217644,0.04
"Rmixmod","hc",0.467437105381636,0.532562894618363,-0.00893550172356508,3.57547314598855,0.278786161350084,2.26320080250768,0.04
"mixtools","hc",0.467434575877938,0.532565424122062,-0.00893549306873609,3.57546768444553,0.278784956234024,2.26320896581887,0.04
"otrimle","hc",0.53160288314056,0.46839711685944,0.00109876636197062,3.99565514458867,0.294209014416449,0.282389678951957,0.04
"bgmm","hc",0.467531012454713,0.532468987545287,-0.00893336551020455,3.57610342228007,0.278847024729513,2.2628930290637,0.04
"mclust","hc",0.467635218920236,0.532364781079764,-0.00893099498733768,3.57680308440213,0.278914669103043,2.26255110355681,0.04
"EMCluster","hc",0.467656833402822,0.532343166597178,-0.00893051132871084,3.57694824941111,0.278928522929163,2.26248013863593,0.04
"GMKMcharlie","hc",0.467432268502117,0.532567731497883,-0.00893560699483073,3.57544068411643,0.278785148722694,2.26321683811258,0.04
"flexmix","hc",0.503,0.497,-0.0089235538251952,3.57684564955705,0.279088676524537,2.26352621204248,0.04
"DCEM","hc",0.468283008397774,0.531716991602226,-0.00891625570894754,3.58115859436106,0.2793414669938,2.26041575604094,0.04
"RGMMBench","rebmix",0.467433604927294,0.532566395072706,-0.00893558136349616,3.5754496562743,0.278783893337482,2.26321226853789,0.04
"Rmixmod","rebmix",0.467435883118727,0.532564116881273,-0.00893552953128725,3.57546494398756,0.27878536941494,2.26320480618497,0.04
"mixtools","rebmix",0.467433079225724,0.532566920774276,-0.00893555839175007,3.57545217170233,0.278783780037792,2.263213926376,0.04
"bgmm","rebmix",0.467591396048077,0.532408603951923,-0.00893198986364023,3.57650881423183,0.278886109746641,2.26269496089807,0.04
"mclust","rebmix",0.467758940531552,0.532241059468448,-0.00892816635613362,3.57763411701912,0.278994613319727,2.26214467718856,0.04
"EMCluster","rebmix",0.467716132198234,0.532283867801766,-0.00892916122311251,3.57734654595486,0.278966908210617,2.26228534988671,0.04
"GMKMcharlie","rebmix",0.46743231445906,0.53256768554094,-0.00893560594922898,3.57544099250584,0.278785178498715,2.26321668758208,0.04
"flexmix","rebmix",0.503,0.497,-0.00892075140905387,3.57767352289994,0.279168311387744,2.26312147778097,0.04
"DCEM","rebmix",0.468102267348782,0.531897732651218,-0.00892027550375538,3.57994220974503,0.279216907137425,2.26101385321841,0.04
"RGMMBench","kmeans",0.497191544980028,0.502808455019972,-0.162515140333645,4.11642283900513,1.13528197275857,0.94843186221523,0.04
"Rmixmod","kmeans",0.497191284673702,0.502808715326298,-0.162517067742375,4.11642252965528,1.13527906259819,0.948431811605896,0.04
"mixtools","kmeans",0.497191453693209,0.502808546306791,-0.162516137954494,4.11642268266867,1.13528088532468,0.948431793934525,0.04
"bgmm","kmeans",0.494156489310991,0.505843510689009,-0.0129881288296289,4.00916694597811,0.364278691552074,0.35709852754766,0.04
"mclust","kmeans",0.49717375476774,0.50282624523226,-0.162647222499892,4.11640204568222,1.13508236029218,0.948427650610537,0.04
"EMCluster","kmeans",0.497182354914761,0.502817645085239,-0.162582453779763,4.11641119131992,1.13518078972596,0.948431496759004,0.04
"GMKMcharlie","kmeans",0.497191586787573,0.502808413212427,-0.162514821289147,4.11642287931005,1.13528290053853,0.948432416215297,0.04
"flexmix","kmeans",0.4965,0.5035,-0.162610666769052,4.11639823011966,1.13571234329523,0.94891561216382,0.04
"DCEM","kmeans",0.49717375476774,0.50282624523226,-0.162647222499893,4.11640204568221,1.13508236029218,0.948427650610536,0.04
"RGMMBench","quantiles",0.497191536117992,0.502808463882008,-0.162515207630472,4.11642283013358,1.13528187012955,0.94843185720877,0.04
"Rmixmod","quantiles",0.49719122132145,0.50280877867855,-0.162517580101242,4.11642249715758,1.13527826274654,0.948431714640754,0.04
"mixtools","quantiles",0.497191287795004,0.502808712204996,-0.162517756280702,4.11642246232063,1.13527890014783,0.948431654289772,0.04
"bgmm","quantiles",0.494156489456085,0.505843510543915,-0.0129881282381271,4.00916694638923,0.364278693233063,0.357098525803746,0.04
"mclust","quantiles",0.497188915761646,0.502811084238354,-0.162535727416957,4.11642082116425,1.13525021023848,0.948429160515586,0.04
"EMCluster","quantiles",0.497182956595936,0.502817043404064,-0.162578882812478,4.11641278069696,1.13518564475146,0.948429885246624,0.04
"GMKMcharlie","quantiles",0.497191586787574,0.502808413212426,-0.162514821289143,4.11642287931005,1.13528290053854,0.948432416215297,0.04
"flexmix","quantiles",0.4965,0.5035,-0.162634701138227,4.11642721526531,1.13565864266387,0.948859873643053,0.04
"DCEM","quantiles",0.497174369543607,0.502825630456393,-0.162671097945929,4.11643088453842,1.13502898268883,0.948372249662945,0.04
"RGMMBench","random",0.548384107542982,0.451615892457018,0.321744553502632,4.01343594109039,2.03034562899791,0.276137612988465,0.04
"Rmixmod","random",0.548386426301623,0.451613573698377,0.321759924506564,4.0134362309209,2.03035534688621,0.276136061013327,0.04
"mixtools","random",0.548383643060683,0.451616356939317,0.321747366396783,4.01343604749577,2.03034373831405,0.276137725442949,0.04
"bgmm","random",0.548523134758112,0.451476865241888,0.322665995360116,4.01345324739592,2.03092796550867,0.276044572857965,0.04
"mclust","random",0.548661074178015,0.451338925821984,0.323579912683488,4.01347025056526,2.03150512438477,0.275952336051066,0.04
"EMCluster","random",0.548182406725936,0.451817593274064,0.320407115044923,4.01341058365249,2.0294995874179,0.276272638910307,0.04
"GMKMcharlie","random",0.548380913616435,0.451619086383565,0.321723417763535,4.01343549700994,2.03033252092737,0.276141877490031,0.04
"flexmix","random",0.523,0.477,0.323608492535092,4.01345925912048,2.03240878341008,0.276126239853879,0.04
"DCEM","random",0.549471814925976,0.450528185074024,0.328945751789118,4.01356606499349,2.03488569318321,0.275414711928436,0.04
"RGMMBench","hc",0.548379665509432,0.451620334490568,0.321715107071546,4.01343538577224,2.03032701194922,0.276140586090363,0.04
"Rmixmod","hc",0.548377648421573,0.451622351578427,0.321701735588681,4.01343513356633,2.03031855787989,0.276141936146645,0.04
"mixtools","hc",0.548379695810496,0.451620304189504,0.321709035331877,4.0134352144524,2.03032707930453,0.276140777553563,0.04
"otrimle","hc",0.493770943389873,0.506229056610127,0.000168605159107551,4.0011350889243,0.294609868835552,0.28749230807476,0.04
"bgmm","hc",0.548258648511693,0.451741351488307,0.320912756814595,4.01342018805547,2.02981957324028,0.276221606999092,0.04
"mclust","hc",0.548138464080782,0.451861535919218,0.32011572528857,4.01340492172451,2.02931521516015,0.276302187887838,0.04
"EMCluster","hc",0.548173813658653,0.451826186341347,0.320350103838999,4.0134095164786,2.02946348614983,0.276278361762236,0.04
"GMKMcharlie","hc",0.548380904174706,0.451619095825294,0.321723355173727,4.01343549582954,2.03033248135572,0.27614188380936,0.04
"flexmix","hc",0.523,0.477,0.320163324287995,4.01339431431153,2.03023137468882,0.276474067810677,0.04
"DCEM","hc",0.547432373766137,0.452567626233863,0.315430246694555,4.01331032136126,2.02634546834056,0.276782266638047,0.04
"RGMMBench","rebmix",0.548379929641103,0.451620070358897,0.321716858021677,4.01343541879631,2.03032811897323,0.276140409304134,0.04
"Rmixmod","rebmix",0.548378170376665,0.451621829623335,0.321705195687706,4.01343519883393,2.0303207455214,0.276141586795256,0.04
"mixtools","rebmix",0.548378634378284,0.451621365621716,0.321698727570472,4.01343499036545,2.03032259954259,0.276141598248514,0.04
"bgmm","rebmix",0.548274377977531,0.451725622022469,0.321017043047603,4.01342218860606,2.02988553110587,0.276211053114752,0.04
"mclust","rebmix",0.548169525798631,0.451830474201369,0.320321660224123,4.01340897778333,2.0294454789258,0.276281226800667,0.04
"EMCluster","rebmix",0.548028400740467,0.451971599259533,0.319385392808932,4.01339108721611,2.02885256961551,0.276375685148028,0.04
"GMKMcharlie","rebmix",0.548380744319313,0.451619255680687,0.321722295482156,4.01343547584447,2.03033181137812,0.276141990800225,0.04
"flexmix","rebmix",0.523,0.477,0.320365796856962,4.01339830266574,2.03035941775451,0.276453461679873,0.04
"DCEM","rebmix",0.547551678435425,0.452448321564575,0.316219968314393,4.01332968481233,2.0268444542248,0.27669491391122,0.04
"RGMMBench","kmeans",0.496178424750242,0.503821575249758,-0.16127147079877,4.17109133077164,1.21417509779048,1.2214411457286,0.04
"Rmixmod","kmeans",0.496178456115102,0.503821543884898,-0.161273504933051,4.17109360375415,1.21417140010851,1.22143718229949,0.04
"mixtools","kmeans",0.496178433271139,0.503821566728861,-0.161272433556993,4.17109240899761,1.21417368024422,1.2214396597561,0.04
"bgmm","kmeans",0.56288414578311,0.43711585421689,0.466800748646473,4.02344509544249,2.32099116969243,0.264327217629916,0.04
"mclust","kmeans",0.496179552258277,0.503820447741723,-0.1614588148915,4.17128552908644,1.21383920257915,1.22109825921652,0.04
"EMCluster","kmeans",0.496180738899903,0.503819261100097,-0.161402199788515,4.17123997721773,1.21393662500024,1.22118262578959,0.04
"GMKMcharlie","kmeans",0.496178411503696,0.503821588496304,-0.16127075324542,4.17109051019678,1.2141768198171,1.22144298072497,0.04
"flexmix","kmeans",0.496,0.504,-0.161371639693475,4.17119583644715,1.21460167321163,1.22185764255795,0.04
"DCEM","kmeans",0.496180236625536,0.503819763374464,-0.162049994219893,4.17187362965129,1.2127863244621,1.22005156187027,0.04
"RGMMBench","quantiles",0.496178435394842,0.503821564605158,-0.161271035174021,4.17109099328839,1.21417584319127,1.2214417755141,0.04
"Rmixmod","quantiles",0.496178508303653,0.503821491696347,-0.161271695019353,4.17109227006687,1.21417447575287,1.22143969846509,0.04
"mixtools","quantiles",0.496178505196165,0.503821494803835,-0.161273823106433,4.1710946667635,1.2141711688511,1.22143645467454,0.04
"bgmm","quantiles",0.562889816912097,0.437110183087903,0.466836365025867,4.02344537475783,2.32100704420596,0.264323910603615,0.04
"mclust","quantiles",0.496185096892343,0.503814903107657,-0.161327946977994,4.17120432619586,1.21405688137724,1.22125791441212,0.04
"EMCluster","quantiles",0.496182957190707,0.503817042809293,-0.16139928397422,4.17125618207435,1.21393585658894,1.2211597570326,0.04
"GMKMcharlie","quantiles",0.496178411504845,0.503821588495155,-0.161270753246476,4.1710905102077,1.21417681981214,1.22144298070864,0.04
"flexmix","quantiles",0.496,0.504,-0.161235682459694,4.17110981638102,1.21482838317619,1.22202594509748,0.04
"DCEM","quantiles",0.496294036256743,0.503705963743257,-0.162196511037183,4.17299713100614,1.21221570955619,1.2183583571031,0.04
"RGMMBench","random",0.562975442744825,0.437024557255175,0.467374089491056,4.02344952083897,2.32124669417024,0.264273957389896,0.04
"Rmixmod","random",0.562977121126199,0.437022878873801,0.467384628670699,4.02344960123238,2.32125139049743,0.264272977657261,0.04
"mixtools","random",0.562971479806493,0.437028520193507,0.467338842909218,4.02344919898828,2.32123554672865,0.264276715053824,0.04
"bgmm","random",0.563050806179779,0.436949193820221,0.467847316444321,4.02345306185002,2.32145756400717,0.264230012937012,0.04
"mclust","random",0.56314626658057,0.43685373341943,0.468446695032852,4.02345736932176,2.32172460678432,0.264174606934814,0.04
"EMCluster","random",0.562715304546667,0.437284695453333,0.465738695948576,4.02343852095728,2.32051377699341,0.264451114915429,0.04
"GMKMcharlie","random",0.562973396485446,0.437026603514554,0.467361259393034,4.02344939808023,2.32124118433095,0.264277370314276,0.04
"flexmix","random",0.526,0.474,0.468381109766581,4.02344830740356,2.32266455792219,0.26434928702018,0.04
"DCEM","random",0.563847602755141,0.436152397244859,0.472847374440458,4.02348475665808,2.32368164444669,0.263784178234931,0.04
"RGMMBench","hc",0.562972637633256,0.437027362366744,0.467356475178097,4.02344938626593,2.32123884516435,0.264275594849423,0.04
"Rmixmod","hc",0.562970827960801,0.437029172039199,0.467345111682554,4.02344929920791,2.32123378165903,0.264276651284694,0.04
"mixtools","hc",0.562971477061681,0.437028522938319,0.46733836271017,4.02344919716537,2.32123553951989,0.264276688282023,0.04
"otrimle","hc",0.498401071988542,0.501598928011458,-0.00835008259820713,4.01368102727275,0.302049901547478,0.290839799481439,0.04
"bgmm","hc",0.562891442826871,0.437108557173129,0.466846722083654,4.023445266876,2.32101179984979,0.264323178076002,0.04
"mclust","hc",0.562789027115856,0.437210972884145,0.466204012384177,4.02343945365897,2.32072578600904,0.264384076208181,0.04
"EMCluster","hc",0.562733406190842,0.437266593809158,0.465853980088201,4.02343743690407,2.32056912529613,0.264415317911306,0.04
"GMKMcharlie","hc",0.562973406161165,0.437026593838835,0.46736132015046,4.02344939854447,2.32124121140476,0.264277364666226,0.04
"flexmix","hc",0.526,0.474,0.466153683878855,4.02343044077513,2.32167306975584,0.264557277123305,0.04
"DCEM","hc",0.562068027315471,0.437931972684529,0.461687525312786,4.02337964285249,2.31872108676903,0.264866311582387,0.04
"RGMMBench","rebmix",0.562972515766271,0.437027484233729,0.467355709896729,4.02344938045864,2.32123850411694,0.264275665969742,0.04
"Rmixmod","rebmix",0.562970554521737,0.437029445478263,0.467343394479276,4.02344928629592,2.32123301628425,0.26427681078709,0.04
"mixtools","rebmix",0.562972658165326,0.437027341834674,0.467350646330209,4.0234493149036,2.32123887050795,0.264275809724768,0.04
"bgmm","rebmix",0.562884414874184,0.437115585125816,0.466802454479642,4.02344508829184,2.3209919462132,0.264327072205728,0.04
"mclust","rebmix",0.562772797026451,0.437227202973549,0.466101397116638,4.02343948758158,2.32067943279175,0.264392158098156,0.04
"EMCluster","rebmix",0.562644442718624,0.437355557281376,0.465294955695049,4.02343294854479,2.32031971236857,0.264466961520971,0.04
"GMKMcharlie","rebmix",0.562973378726333,0.437026621273667,0.467361147876678,4.02344939722849,2.32124113463843,0.264277380680538,0.04
"flexmix","rebmix",0.526,0.474,0.466048896326145,4.02343045346831,2.32162577488619,0.264565556141734,0.04
"DCEM","rebmix",0.562522006213352,0.437477993786648,0.464525663575734,4.02342631453157,2.31997658313134,0.264538307795658,0.04
"RGMMBench","kmeans",0.522599548384446,0.477400451615554,-0.154544442404413,4.1767501048022,1.09072780678487,1.15113686097666,0.04
"Rmixmod","kmeans",0.522599618049635,0.477400381950365,-0.154544444679706,4.17675073934196,1.0907276137986,1.15113587127857,0.04
"mixtools","kmeans",0.522599772726952,0.477400227273048,-0.15454475074872,4.17675322939064,1.09072636657647,1.15113276517492,0.04
"bgmm","kmeans",0.455640906035376,0.544359093964624,-0.00678235024709785,3.52030097038882,0.271291070973763,2.27429510655208,0.04
"mclust","kmeans",0.522616168283119,0.477383831716881,-0.154584644065425,4.17694490761778,1.09060446980483,1.15081749479291,0.04
"EMCluster","kmeans",0.522610830909113,0.477389169090887,-0.154559165830238,4.17686858792465,1.09066857108317,1.15094644457935,0.04
"GMKMcharlie","kmeans",0.522599533771112,0.477400466228888,-0.154544421441644,4.17674994927284,1.09072834560009,1.15113754590013,0.04
"flexmix","kmeans",0.523,0.477,-0.154559905314289,4.17690053629052,1.09117780383819,1.15149694395721,0.04
"DCEM","kmeans",0.522616168283119,0.477383831716881,-0.154584644065425,4.17694490761779,1.09060446980483,1.15081749479291,0.04
"RGMMBench","quantiles",0.522599469271563,0.477400530728437,-0.154544520016894,4.17674947199822,1.09072786984804,1.15113781648108,0.04
"Rmixmod","quantiles",0.522599108706023,0.477400891293977,-0.154544933052961,4.17674665285168,1.09072804180041,1.1511420467593,0.04
"mixtools","quantiles",0.522599460979213,0.477400539020787,-0.154544512717803,4.17674912181792,1.09072803576581,1.15113809767961,0.04
"bgmm","quantiles",0.455640784192053,0.544359215807947,-0.00678235659244182,3.52030018623685,0.271290990747026,2.27429546758872,0.04
"mclust","quantiles",0.5225815040362,0.4774184959638,-0.154566484995504,4.17661052844031,1.09073368835243,1.15134570468907,0.04
"EMCluster","quantiles",0.522578240346953,0.477421759653047,-0.15460949112384,4.17662799402679,1.09065885148512,1.15130150615235,0.04
"GMKMcharlie","quantiles",0.522599533770876,0.477400466229124,-0.154544421441896,4.17674994927099,1.09072834560024,1.15113754590294,0.04
"flexmix","quantiles",0.523,0.477,-0.154538867242312,4.1765548158318,1.09131502787398,1.15204417112181,0.04
"DCEM","quantiles",0.522482480449299,0.477517519550701,-0.154694527367339,4.17585246455258,1.0907504286674,1.15247764153411,0.04
"RGMMBench","random",0.455543091534259,0.544456908465741,-0.00678745349500448,3.51967158146796,0.271226654541797,2.27458477380797,0.04
"Rmixmod","random",0.455540691112686,0.544459308887315,-0.00678757931116855,3.5196561392231,0.271225077315975,2.27459187731224,0.04
"mixtools","random",0.455548087434601,0.544451912565399,-0.00678707456181134,3.51971340472481,0.27123038036178,2.27456989717348,0.04
"bgmm","random",0.455455573643674,0.544544426356326,-0.00679254398599781,3.51910907499713,0.271176374738136,2.27484226726082,0.04
"mclust","random",0.455342583244926,0.544657416755074,-0.00680140923791208,3.51838503032054,0.271140930911795,2.27516842754145,0.04
"EMCluster","random",0.455723699538265,0.544276300461735,-0.00677805795924724,3.52083390464584,0.271345629761468,2.27404963597796,0.04
"GMKMcharlie","random",0.455546145894982,0.544453854105018,-0.00678728218588454,3.51969122140379,0.27123086037643,2.2745759337494,0.04
"flexmix","random",0.4905,0.5095,-0.00679275494907161,3.51844478835576,0.2713172658505,2.27611968400968,0.04
"DCEM","random",0.455342583244926,0.544657416755074,-0.00680140923791207,3.51838503032054,0.271140930911796,2.27516842754145,0.04
"RGMMBench","hc",0.45554760110759,0.54445239889241,-0.00678721741242642,3.5197005927806,0.271229624269637,2.2745714271998,0.04
"Rmixmod","hc",0.455550051246852,0.544449948753148,-0.0067870891709774,3.51971635541565,0.271231238183824,2.27456417536994,0.04
"mixtools","hc",0.455548186170778,0.544451813829222,-0.00678706237830501,3.51971441617832,0.271230458813157,2.27456960251217,0.04
"otrimle","hc",0.523650787607315,0.476349212392685,0.00243225247127292,3.99979437089319,0.296754941964494,0.296611024017446,0.04
"bgmm","hc",0.455633032210527,0.544366967789473,-0.00678274547527361,3.52025028480554,0.27128592632979,2.27431845191264,0.04
"mclust","hc",0.455727314061535,0.544272685938465,-0.00677779756234426,3.52085711353703,0.27134819972628,2.27403899031022,0.04
"EMCluster","hc",0.45580755192998,0.54419244807002,-0.00677370516118977,3.52137381412625,0.271400856719112,2.27380080460403,0.04
"GMKMcharlie","hc",0.455546202415952,0.544453797584049,-0.00678727922723121,3.51969158501991,0.271230897606278,2.27457576646619,0.04
"flexmix","hc",0.4905,0.5095,-0.0067690360047442,3.52092784770745,0.271525775131608,2.27498572318209,0.04
"DCEM","hc",0.456326226571971,0.543673773428029,-0.00674567285966936,3.52471620227498,0.271751292547717,2.27225700694635,0.04
"RGMMBench","rebmix",0.455547198662358,0.544452801337642,-0.00678723847952388,3.51969800372028,0.271229359175789,2.27457261831945,0.04
"Rmixmod","rebmix",0.455549216070265,0.544450783929735,-0.00678713289326793,3.51971098241309,0.271230688035189,2.27456664730661,0.04
"mixtools","rebmix",0.45554682084706,0.54445317915294,-0.00678719289400622,3.51970084057256,0.271229345043565,2.27457368792455,0.04
"bgmm","rebmix",0.45569525483373,0.54430474516627,-0.00677951632666736,3.52065077688559,0.271326860108123,2.27413401965677,0.04
"mclust","rebmix",0.455856619092891,0.544143380907109,-0.00677114215253208,3.52168981139954,0.271433081835895,2.27365511981822,0.04
"EMCluster","rebmix",0.455799338412464,0.544200661587536,-0.00677413141319955,3.52132092147452,0.271395392681306,2.27382519405174,0.04
"GMKMcharlie","rebmix",0.455546196862315,0.544453803137685,-0.00678727951794226,3.51969154929173,0.271230893948147,2.27457578290311,0.04
"flexmix","rebmix",0.4905,0.5095,-0.0067624297842676,3.52175684807701,0.271610266419393,2.27460369719874,0.04
"DCEM","rebmix",0.456191966451533,0.543808033548467,-0.00675381410644696,3.52385115340428,0.271653734297292,2.27265701466541,0.04
"RGMMBench","kmeans",0.491654676634407,0.508345323365593,-0.170104974669721,4.15369701280325,1.17686825878831,1.21615223498701,0.04
"Rmixmod","kmeans",0.491654903818825,0.508345096181175,-0.17010538797386,4.15369934488721,1.17686687942677,1.21614868699756,0.04
"mixtools","kmeans",0.491654705714462,0.508345294285538,-0.1701053013844,4.15369788772013,1.17686753713554,1.21615126031911,0.04
"bgmm","kmeans",0.492303424873849,0.507696575126151,-0.00617977696754288,3.99281031525584,0.33605844546281,0.338793997071725,0.04
"mclust","kmeans",0.491672115242209,0.50832788475779,-0.170171691130316,4.15390987484293,1.17669817094765,1.21581957556968,0.04
"EMCluster","kmeans",0.491667226396704,0.508332773603296,-0.170150240013116,4.15384754052246,1.1767509060915,1.21591757505369,0.04
"GMKMcharlie","kmeans",0.491654598240138,0.508345401759862,-0.170104823385358,4.15369619969282,1.17686917551701,1.21615388533476,0.04
"flexmix","kmeans",0.4925,0.5075,-0.170106322186053,4.15381963883948,1.17742060767273,1.21656553736721,0.04
"DCEM","kmeans",0.491718908835087,0.508281091164913,-0.170444143058663,4.15457153447012,1.1760695486765,1.21476556199961,0.04
"RGMMBench","quantiles",0.491654790299449,0.508345209700551,-0.170104731690689,4.15369774459599,1.17686839306614,1.21615123482973,0.04
"Rmixmod","quantiles",0.491655411456451,0.508344588543549,-0.170104149099583,4.15370246447727,1.17686776083673,1.21614448506005,0.04
"mixtools","quantiles",0.491654830145413,0.508345169854587,-0.170105221390221,4.15369931032166,1.17686711414709,1.21614961729115,0.04
"bgmm","quantiles",0.492303423329362,0.507696576670638,-0.00617976172250925,3.99281031444117,0.336058375017784,0.338793998405868,0.04
"mclust","quantiles",0.491669649229697,0.508330350770303,-0.170085881086792,4.15380590026584,1.17686226194252,1.21599823640576,0.04
"EMCluster","quantiles",0.491670556234145,0.508329443765855,-0.170138062181414,4.15386408634429,1.17676410627883,1.21589699449122,0.04
"GMKMcharlie","quantiles",0.49165459824124,0.50834540175876,-0.170104823384343,4.15369619970121,1.17686917551586,1.21615388532276,0.04
"flexmix","quantiles",0.4925,0.5075,-0.169940888079333,4.15407132176852,1.17759129210877,1.21624633218104,0.04
