"algorithm","time","nobservations","prop_outliers"
"mixtools",0.004277599,1000,0.04
"Rmixmod",0.007224742,1000,0.04
"otrimle",0.732871607,1000,0.04
"EMCluster",0.005285466,1000,0.04
"bgmm",0.005715072,1000,0.04
"flexmix",0.017936178,1000,0.04
"DCEM",0.061994557,1000,0.04
"GMKMcharlie",0.005444546,1000,0.04
"mclust",0.001970845,1000,0.04
"RGMMBench",0.062778317,1000,0.04
"mixtools",0.004227625,1000,0.04
"Rmixmod",0.005604765,1000,0.04
"otrimle",0.74423191,1000,0.04
"EMCluster",0.005359806,1000,0.04
"bgmm",0.005748123,1000,0.04
"flexmix",0.01803871,1000,0.04
"DCEM",0.062009686,1000,0.04
"GMKMcharlie",0.0054737,1000,0.04
"mclust",0.002019185,1000,0.04
"RGMMBench",0.062553876,1000,0.04
"mixtools",0.004231451,1000,0.04
"Rmixmod",0.005621518,1000,0.04
"otrimle",0.743723767,1000,0.04
"EMCluster",0.005309172,1000,0.04
"bgmm",0.005813918,1000,0.04
"flexmix",0.018639067,1000,0.04
"DCEM",0.060838622,1000,0.04
"GMKMcharlie",0.005920457,1000,0.04
"mclust",0.002160721,1000,0.04
"RGMMBench",0.062207547,1000,0.04
"mixtools",0.004381853,1000,0.04
"Rmixmod",0.006995382,1000,0.04
"otrimle",0.742052345,1000,0.04
"EMCluster",0.005391667,1000,0.04
"bgmm",0.006137043,1000,0.04
"flexmix",0.019202552,1000,0.04
"DCEM",0.061955495,1000,0.04
"GMKMcharlie",0.005802556,1000,0.04
"mclust",0.002031046,1000,0.04
"RGMMBench",0.063520868,1000,0.04
"mixtools",0.004641479,1000,0.04
"Rmixmod",0.007147176,1000,0.04
"otrimle",0.7302484,1000,0.04
"EMCluster",0.005548559,1000,0.04
"bgmm",0.005929745,1000,0.04
"flexmix",0.017872499,1000,0.04
"DCEM",0.061291079,1000,0.04
"GMKMcharlie",0.005871435,1000,0.04
"mclust",0.002014156,1000,0.04
"RGMMBench",0.062492071,1000,0.04
"mixtools",0.004245217,1000,0.04
"Rmixmod",0.006502087,1000,0.04
"otrimle",0.744398543,1000,0.04
"EMCluster",0.005310894,1000,0.04
"bgmm",0.005723117,1000,0.04
"flexmix",0.017708933,1000,0.04
"DCEM",0.062145691,1000,0.04
"GMKMcharlie",0.005502695,1000,0.04
"mclust",0.002856985,2000,0.04
"RGMMBench",0.116200598,2000,0.04
"mixtools",0.006106726,2000,0.04
"Rmixmod",0.008111825,2000,0.04
"otrimle",2.20858649,2000,0.04
"EMCluster",0.008199158,2000,0.04
"bgmm",0.007684233,2000,0.04
"flexmix",0.022422316,2000,0.04
"DCEM",0.124747717,2000,0.04
"GMKMcharlie",0.007770985,2000,0.04
"mclust",0.002873096,2000,0.04
"RGMMBench",0.116106401,2000,0.04
"mixtools",0.006288687,2000,0.04
"Rmixmod",0.008062512,2000,0.04
"otrimle",2.248369165,2000,0.04
"EMCluster",0.00814662,2000,0.04
"bgmm",0.007605054,2000,0.04
"flexmix",0.022504973,2000,0.04
"DCEM",0.123765536,2000,0.04
"GMKMcharlie",0.007939402,2000,0.04
"mclust",0.002881231,2000,0.04
"RGMMBench",0.115855049,2000,0.04
"mixtools",0.006291353,2000,0.04
"Rmixmod",0.008790085,2000,0.04
"otrimle",2.405261832,2000,0.04
"EMCluster",0.008017348,2000,0.04
"bgmm",0.007717335,2000,0.04
"flexmix",0.022672677,2000,0.04
"DCEM",0.125653926,2000,0.04
"GMKMcharlie",0.007761918,2000,0.04
"mclust",0.002889225,2000,0.04
"RGMMBench",0.11675091,2000,0.04
"mixtools",0.00628965,2000,0.04
"Rmixmod",0.007995026,2000,0.04
"otrimle",2.214278749,2000,0.04
"EMCluster",0.008210488,2000,0.04
"bgmm",0.007690264,2000,0.04
"flexmix",0.022471659,2000,0.04
"DCEM",0.125858208,2000,0.04
"GMKMcharlie",0.007804548,2000,0.04
"mclust",0.002897562,2000,0.04
"RGMMBench",0.116843342,2000,0.04
"mixtools",0.006325126,2000,0.04
"Rmixmod",0.008030983,2000,0.04
"otrimle",2.215302308,2000,0.04
"EMCluster",0.008187617,2000,0.04
"bgmm",0.007808776,2000,0.04
"flexmix",0.022328181,2000,0.04
"DCEM",0.122984442,2000,0.04
"GMKMcharlie",0.007998061,2000,0.04
"mclust",0.002794077,2000,0.04
"RGMMBench",0.115549889,2000,0.04
"mixtools",0.006212685,2000,0.04
"Rmixmod",0.008843345,2000,0.04
"otrimle",2.203150591,2000,0.04
"EMCluster",0.008054067,2000,0.04
"bgmm",0.007677951,2000,0.04
"flexmix",0.022182918,2000,0.04
"DCEM",0.124822057,2000,0.04
"GMKMcharlie",0.007754485,2000,0.04
"mclust",0.002856825,2000,0.04
"RGMMBench",0.116862708,2000,0.04
"mixtools",0.006312713,2000,0.04
"Rmixmod",0.008059245,2000,0.04
"otrimle",2.204011286,2000,0.04
"EMCluster",0.008048436,2000,0.04
"bgmm",0.007846467,2000,0.04
"flexmix",0.02223693,2000,0.04
"DCEM",0.123285338,2000,0.04
"GMKMcharlie",0.008195381,2000,0.04
"mclust",0.002863337,2000,0.04
"RGMMBench",0.116167756,2000,0.04
"mixtools",0.006190664,2000,0.04
"Rmixmod",0.008466079,2000,0.04
"otrimle",2.210620313,2000,0.04
"EMCluster",0.00820604,2000,0.04
"bgmm",0.0076935,2000,0.04
"flexmix",0.022244865,2000,0.04
"DCEM",0.125039464,2000,0.04
"GMKMcharlie",0.007892083,2000,0.04
"mclust",0.002796371,2000,0.04
"RGMMBench",0.115459218,2000,0.04
"mixtools",0.005976953,2000,0.04
"Rmixmod",0.008667768,2000,0.04
"otrimle",2.237486809,2000,0.04
"EMCluster",0.008417026,2000,0.04
"bgmm",0.00788991,2000,0.04
"flexmix",0.022364268,2000,0.04
"DCEM",0.125640171,2000,0.04
"GMKMcharlie",0.008081598,2000,0.04
"mclust",0.002942525,2000,0.04
"RGMMBench",0.116422503,2000,0.04
"mixtools",0.006323122,2000,0.04
"Rmixmod",0.008032306,2000,0.04
"otrimle",2.208882866,2000,0.04
"EMCluster",0.007991028,2000,0.04
"bgmm",0.007427292,2000,0.04
"flexmix",0.022171948,2000,0.04
"DCEM",0.122033531,2000,0.04
"GMKMcharlie",0.007738475,2000,0.04
"mclust",0.002766886,2000,0.04
"RGMMBench",0.114244892,2000,0.04
"mixtools",0.005861997,2000,0.04
"Rmixmod",0.008415044,2000,0.04
"otrimle",2.191455882,2000,0.04
"EMCluster",0.008122264,2000,0.04
"bgmm",0.007615814,2000,0.04
"flexmix",0.021719649,2000,0.04
"DCEM",0.122823992,2000,0.04
"GMKMcharlie",0.007866435,2000,0.04
"mclust",0.003038897,2000,0.04
"RGMMBench",0.115227394,2000,0.04
"mixtools",0.006173501,2000,0.04
"Rmixmod",0.008350132,2000,0.04
"otrimle",2.200826025,2000,0.04
"EMCluster",0.008065708,2000,0.04
"bgmm",0.007731442,2000,0.04
"flexmix",0.022390207,2000,0.04
"DCEM",0.123720262,2000,0.04
"GMKMcharlie",0.007996899,2000,0.04
"mclust",0.002853849,2000,0.04
"RGMMBench",0.115632253,2000,0.04
"mixtools",0.006130671,2000,0.04
"Rmixmod",0.008434519,2000,0.04
"otrimle",2.192674216,2000,0.04
"EMCluster",0.008108819,2000,0.04
"bgmm",0.00769826,2000,0.04
"flexmix",0.022664632,2000,0.04
"DCEM",0.124506285,2000,0.04
"GMKMcharlie",0.007775413,2000,0.04
"mclust",0.002910847,2000,0.04
"RGMMBench",0.116513002,2000,0.04
"mixtools",0.006262307,2000,0.04
"Rmixmod",0.008037435,2000,0.04
"otrimle",2.220171956,2000,0.04
"EMCluster",0.008092739,2000,0.04
"bgmm",0.00791758,2000,0.04
"flexmix",0.022241789,2000,0.04
"DCEM",0.123411043,2000,0.04
"GMKMcharlie",0.007930735,2000,0.04
"mclust",0.003048725,2000,0.04
"RGMMBench",0.115555307,2000,0.04
"mixtools",0.006161108,2000,0.04
"Rmixmod",0.008636067,2000,0.04
"otrimle",2.216556569,2000,0.04
"EMCluster",0.008157761,2000,0.04
"bgmm",0.007652073,2000,0.04
"flexmix",0.022223254,2000,0.04
"DCEM",0.125381145,2000,0.04
"GMKMcharlie",0.007762018,2000,0.04
"mclust",0.002880259,2000,0.04
"RGMMBench",0.116325832,2000,0.04
"mixtools",0.006294458,2000,0.04
"Rmixmod",0.008108558,2000,0.04
"otrimle",2.19788893,2000,0.04
"EMCluster",0.008099812,2000,0.04
"bgmm",0.007481132,2000,0.04
"flexmix",0.022030482,2000,0.04
"DCEM",0.123110389,2000,0.04
"GMKMcharlie",0.007870843,2000,0.04
"mclust",0.002941905,2000,0.04
"RGMMBench",0.115560678,2000,0.04
"mixtools",0.006132794,2000,0.04
"Rmixmod",0.008366593,2000,0.04
"otrimle",2.197410863,2000,0.04
"EMCluster",0.008169693,2000,0.04
"bgmm",0.007628248,2000,0.04
"flexmix",0.022121603,2000,0.04
"DCEM",0.124389707,2000,0.04
"GMKMcharlie",0.007762309,2000,0.04
"mclust",0.002881311,2000,0.04
"RGMMBench",0.116521368,2000,0.04
"mixtools",0.006266204,2000,0.04
"Rmixmod",0.007945723,2000,0.04
"otrimle",2.214555768,2000,0.04
"EMCluster",0.008096646,2000,0.04
"bgmm",0.007431961,2000,0.04
"flexmix",0.022133955,2000,0.04
"DCEM",0.123884559,2000,0.04
"GMKMcharlie",0.007661161,2000,0.04
"mclust",0.00286447,2000,0.04
"RGMMBench",0.115278468,2000,0.04
"mixtools",0.00598114,2000,0.04
"Rmixmod",0.007903664,2000,0.04
"otrimle",2.177536323,2000,0.04
"EMCluster",0.008176997,2000,0.04
"bgmm",0.007718759,2000,0.04
"flexmix",0.022453365,2000,0.04
"DCEM",0.12328132,2000,0.04
"GMKMcharlie",0.008267226,2000,0.04
"mclust",0.00308906,2000,0.04
"RGMMBench",0.116833954,2000,0.04
"mixtools",0.006165567,2000,0.04
"Rmixmod",0.008829059,2000,0.04
"otrimle",2.240220142,2000,0.04
"EMCluster",0.008341526,2000,0.04
"bgmm",0.007722645,2000,0.04
"flexmix",0.022347928,2000,0.04
"DCEM",0.124671686,2000,0.04
"GMKMcharlie",0.008030642,2000,0.04
"mclust",0.003129055,2000,0.04
"RGMMBench",0.116001555,2000,0.04
"mixtools",0.006178209,2000,0.04
"Rmixmod",0.008148814,2000,0.04
"otrimle",2.19408013,2000,0.04
"EMCluster",0.007992791,2000,0.04
"bgmm",0.007522621,2000,0.04
"flexmix",0.022158833,2000,0.04
"DCEM",0.124740744,2000,0.04
"GMKMcharlie",0.007757119,2000,0.04
"mclust",0.0029076,2000,0.04
"RGMMBench",0.116678022,2000,0.04
"mixtools",0.006263931,2000,0.04
"Rmixmod",0.007961553,2000,0.04
"otrimle",2.205289191,2000,0.04
"EMCluster",0.008161477,2000,0.04
"bgmm",0.007485299,2000,0.04
"flexmix",0.022325285,2000,0.04
"DCEM",0.122937915,2000,0.04
"GMKMcharlie",0.007906209,2000,0.04
"mclust",0.002848119,2000,0.04
"RGMMBench",0.115601644,2000,0.04
"mixtools",0.006170435,2000,0.04
"Rmixmod",0.008313604,2000,0.04
"otrimle",2.21577303,2000,0.04
"EMCluster",0.008087439,2000,0.04
"bgmm",0.00726642,2000,0.04
"flexmix",0.022577307,2000,0.04
"DCEM",0.146053892,2000,0.04
"GMKMcharlie",0.007967424,2000,0.04
"mclust",0.002701944,2000,0.04
"RGMMBench",0.11950435,2000,0.04
"mixtools",0.005865835,2000,0.04
"Rmixmod",0.007656581,2000,0.04
"otrimle",2.195025252,2000,0.04
"EMCluster",0.008092739,2000,0.04
"bgmm",0.00746905,2000,0.04
"flexmix",0.021953037,2000,0.04
"DCEM",0.122767025,2000,0.04
"GMKMcharlie",0.007853159,2000,0.04
"mclust",0.00271057,2000,0.04
"RGMMBench",0.114687321,2000,0.04
"mixtools",0.006021676,2000,0.04
"Rmixmod",0.007906589,2000,0.04
"otrimle",2.189365954,2000,0.04
"EMCluster",0.008015023,2000,0.04
"bgmm",0.007718507,2000,0.04
"flexmix",0.023708537,2000,0.04
"DCEM",0.126898598,2000,0.04
"GMKMcharlie",0.008201654,2000,0.04
"mclust",0.002990425,2000,0.04
"RGMMBench",0.118001413,2000,0.04
"mixtools",0.006357616,2000,0.04
"Rmixmod",0.009435054,2000,0.04
"otrimle",2.204808529,2000,0.04
"EMCluster",0.007992722,2000,0.04
"bgmm",0.007465303,2000,0.04
"flexmix",0.021653155,2000,0.04
"DCEM",0.121065246,2000,0.04
"GMKMcharlie",0.008253811,2000,0.04
"mclust",0.002804637,2000,0.04
"RGMMBench",0.115488463,2000,0.04
"mixtools",0.006173621,2000,0.04
"Rmixmod",0.007975459,2000,0.04
"otrimle",2.163481869,2000,0.04
"EMCluster",0.008098269,2000,0.04
"bgmm",0.007326281,2000,0.04
"flexmix",0.021476825,2000,0.04
"DCEM",0.122405698,2000,0.04
"GMKMcharlie",0.007731221,2000,0.04
"mclust",0.00276388,2000,0.04
"RGMMBench",0.114738737,2000,0.04
"mixtools",0.005999475,2000,0.04
"Rmixmod",0.007679053,2000,0.04
"otrimle",2.207678819,2000,0.04
"EMCluster",0.007890499,2000,0.04
"bgmm",0.007472687,2000,0.04
"flexmix",0.021768832,2000,0.04
"DCEM",0.122464797,2000,0.04
"GMKMcharlie",0.007641642,2000,0.04
"mclust",0.00271602,2000,0.04
"RGMMBench",0.114936067,2000,0.04
"mixtools",0.005930536,2000,0.04
"Rmixmod",0.007721442,2000,0.04
"otrimle",2.185702979,2000,0.04
"EMCluster",0.008012588,2000,0.04
"bgmm",0.007312386,2000,0.04
"flexmix",0.021964098,2000,0.04
"DCEM",0.121230726,2000,0.04
"GMKMcharlie",0.007498925,2000,0.04
"mclust",0.002738864,2000,0.04
"RGMMBench",0.113641811,2000,0.04
"mixtools",0.005778081,2000,0.04
"Rmixmod",0.007888456,2000,0.04
"otrimle",2.194215334,2000,0.04
"EMCluster",0.008319023,2000,0.04
"bgmm",0.007519073,2000,0.04
"flexmix",0.022927374,2000,0.04
"DCEM",0.125893766,2000,0.04
"GMKMcharlie",0.008103439,2000,0.04
"mclust",0.002889887,2000,0.04
"RGMMBench",0.116629151,2000,0.04
"mixtools",0.00630601,2000,0.04
"Rmixmod",0.008458224,2000,0.04
"otrimle",2.198115776,2000,0.04
"EMCluster",0.008022747,2000,0.04
"bgmm",0.007292268,2000,0.04
"flexmix",0.021912422,2000,0.04
"DCEM",0.121554613,2000,0.04
"GMKMcharlie",0.007689122,2000,0.04
"mclust",0.002921886,2000,0.04
"RGMMBench",0.114890122,2000,0.04
"mixtools",0.005758823,2000,0.04
"Rmixmod",0.007878548,2000,0.04
"otrimle",2.194281549,2000,0.04
"EMCluster",0.008049718,2000,0.04
"bgmm",0.00738928,2000,0.04
"flexmix",0.022008722,2000,0.04
"DCEM",0.123135215,2000,0.04
"GMKMcharlie",0.007626214,2000,0.04
"mclust",0.002807332,2000,0.04
"RGMMBench",0.115445262,2000,0.04
"mixtools",0.006021005,2000,0.04
"Rmixmod",0.007720442,2000,0.04
"otrimle",2.202809453,2000,0.04
"EMCluster",0.007967514,2000,0.04
"bgmm",0.007247643,2000,0.04
"flexmix",0.021951845,2000,0.04
"DCEM",0.123076295,2000,0.04
"GMKMcharlie",0.007578025,2000,0.04
"mclust",0.002771775,2000,0.04
"RGMMBench",0.116153208,2000,0.04
"mixtools",0.006046714,2000,0.04
"Rmixmod",0.007725831,2000,0.04
"otrimle",2.179093732,2000,0.04
"EMCluster",0.008179722,2000,0.04
"bgmm",0.007561784,2000,0.04
"flexmix",0.022759059,2000,0.04
"DCEM",0.125120657,2000,0.04
"GMKMcharlie",0.008151469,2000,0.04
"mclust",0.002917448,2000,0.04
"RGMMBench",0.11936031,2000,0.04
"mixtools",0.006282254,2000,0.04
"Rmixmod",0.008823628,2000,0.04
"otrimle",2.213616128,2000,0.04
"EMCluster",0.008009622,2000,0.04
"bgmm",0.00730903,2000,0.04
"flexmix",0.022005796,2000,0.04
"DCEM",0.122345203,2000,0.04
"GMKMcharlie",0.007529202,2000,0.04
"mclust",0.002746468,2000,0.04
"RGMMBench",0.115523017,2000,0.04
"mixtools",0.006072893,2000,0.04
"Rmixmod",0.007750907,2000,0.04
"otrimle",2.173856515,2000,0.04
"EMCluster",0.008264421,2000,0.04
"bgmm",0.007564478,2000,0.04
"flexmix",0.02224771,2000,0.04
"DCEM",0.123731974,2000,0.04
"GMKMcharlie",0.00792287,2000,0.04
"mclust",0.002934341,2000,0.04
"RGMMBench",0.115962061,2000,0.04
"mixtools",0.006045541,2000,0.04
"Rmixmod",0.008691661,2000,0.04
"otrimle",2.215019828,2000,0.04
"EMCluster",0.00808265,2000,0.04
"bgmm",0.007419667,2000,0.04
"flexmix",0.021852048,2000,0.04
"DCEM",0.123512613,2000,0.04
"GMKMcharlie",0.007589295,2000,0.04
"mclust",0.002812832,2000,0.04
"RGMMBench",0.115293668,2000,0.04
"mixtools",0.006062042,2000,0.04
"Rmixmod",0.007756128,2000,0.04
"otrimle",2.195866619,2000,0.04
"EMCluster",0.007982732,2000,0.04
"bgmm",0.007189305,2000,0.04
"flexmix",0.021854993,2000,0.04
"DCEM",0.12330336,2000,0.04
"GMKMcharlie",0.007621855,2000,0.04
"mclust",0.002737812,2000,0.04
"RGMMBench",0.114898377,2000,0.04
"mixtools",0.005861387,2000,0.04
"Rmixmod",0.007671609,2000,0.04
"otrimle",2.193426717,2000,0.04
"EMCluster",0.008120921,2000,0.04
"bgmm",0.007343505,2000,0.04
"flexmix",0.022312381,2000,0.04
"DCEM",0.123508375,2000,0.04
"GMKMcharlie",0.007876924,2000,0.04
"mclust",0.002868737,2000,0.04
"RGMMBench",0.115470689,2000,0.04
"mixtools",0.005924575,2000,0.04
"Rmixmod",0.008485325,2000,0.04
"otrimle",2.20085556,2000,0.04
"EMCluster",0.008015785,2000,0.04
"bgmm",0.007450575,2000,0.04
"flexmix",0.022113337,2000,0.04
"DCEM",0.124463896,2000,0.04
"GMKMcharlie",0.007680145,2000,0.04
"mclust",0.002786482,2000,0.04
"RGMMBench",0.115732029,2000,0.04
"mixtools",0.006139989,2000,0.04
"Rmixmod",0.007766589,2000,0.04
"otrimle",2.180636862,2000,0.04
"EMCluster",0.008261365,2000,0.04
"bgmm",0.007593443,2000,0.04
"flexmix",0.022614307,2000,0.04
"DCEM",0.123276591,2000,0.04
"GMKMcharlie",0.008009383,2000,0.04
"mclust",0.002897973,2000,0.04
"RGMMBench",0.116352092,2000,0.04
"mixtools",0.006238443,2000,0.04
"Rmixmod",0.008656755,2000,0.04
"otrimle",2.199606389,2000,0.04
"EMCluster",0.008113407,2000,0.04
"bgmm",0.007481333,2000,0.04
"flexmix",0.023207228,2000,0.04
"DCEM",0.123762781,2000,0.04
"GMKMcharlie",0.007978195,2000,0.04
"mclust",0.002884546,2000,0.04
"RGMMBench",0.116301948,2000,0.04
"mixtools",0.006097208,2000,0.04
"Rmixmod",0.008859496,2000,0.04
"otrimle",2.176862058,2000,0.04
"EMCluster",0.008082009,2000,0.04
"bgmm",0.007205957,2000,0.04
"flexmix",0.022128005,2000,0.04
"DCEM",0.123683574,2000,0.04
"GMKMcharlie",0.007533921,2000,0.04
"mclust",0.002746568,2000,0.04
"RGMMBench",0.114943762,2000,0.04
"mixtools",0.005784422,2000,0.04
"Rmixmod",0.007699611,2000,0.04
"otrimle",2.206490301,2000,0.04
"EMCluster",0.008115521,2000,0.04
"bgmm",0.007380624,2000,0.04
"flexmix",0.021899717,2000,0.04
"DCEM",0.123835438,2000,0.04
"GMKMcharlie",0.00766113,2000,0.04
"mclust",0.002791693,2000,0.04
"RGMMBench",0.115903771,2000,0.04
"mixtools",0.006124349,2000,0.04
"Rmixmod",0.007747621,2000,0.04
"otrimle",2.181877128,2000,0.04
"EMCluster",0.007877765,2000,0.04
"bgmm",0.007294142,2000,0.04
"flexmix",0.021488166,2000,0.04
"DCEM",0.122852866,2000,0.04
"GMKMcharlie",0.007542257,2000,0.04
"mclust",0.002742941,2000,0.04
"RGMMBench",0.11535917,2000,0.04
"mixtools",0.005876104,2000,0.04
"Rmixmod",0.007685446,2000,0.04
"otrimle",2.202033919,2000,0.04
"EMCluster",0.00814664,2000,0.04
"bgmm",0.007525265,2000,0.04
"flexmix",0.022585553,2000,0.04
"DCEM",0.123920026,2000,0.04
"GMKMcharlie",0.007951764,2000,0.04
"mclust",0.002993712,2000,0.04
"RGMMBench",0.116007676,2000,0.04
"mixtools",0.006253732,2000,0.04
"Rmixmod",0.008502597,2000,0.04
"otrimle",2.174590191,2000,0.04
"EMCluster",0.00818415,2000,0.04
"bgmm",0.007679433,2000,0.04
"flexmix",0.022668519,2000,0.04
"DCEM",0.125155031,2000,0.04
"GMKMcharlie",0.007740809,2000,0.04
"mclust",0.00287583,2000,0.04
"RGMMBench",0.116587782,2000,0.04
"mixtools",0.006188169,2000,0.04
"Rmixmod",0.007986248,2000,0.04
"otrimle",2.199396987,2000,0.04
"EMCluster",0.008128226,2000,0.04
"bgmm",0.007639159,2000,0.04
"flexmix",0.022495394,2000,0.04
"DCEM",0.123034255,2000,0.04
"GMKMcharlie",0.008084002,2000,0.04
"mclust",0.002809547,2000,0.04
"RGMMBench",0.115788806,2000,0.04
"mixtools",0.006101076,2000,0.04
"Rmixmod",0.008370069,2000,0.04
"otrimle",2.207374508,2000,0.04
"EMCluster",0.008052904,2000,0.04
"bgmm",0.007486431,2000,0.04
"flexmix",0.022131933,2000,0.04
"DCEM",0.12181454,2000,0.04
"GMKMcharlie",0.007950542,2000,0.04
"mclust",0.002762948,2000,0.04
"RGMMBench",0.114682442,2000,0.04
"mixtools",0.005978246,2000,0.04
"Rmixmod",0.008222121,2000,0.04
"otrimle",2.190119388,2000,0.04
"EMCluster",0.008298745,2000,0.04
"bgmm",0.00764001,2000,0.04
"flexmix",0.022085295,2000,0.04
"DCEM",0.123787848,2000,0.04
"GMKMcharlie",0.008047374,2000,0.04
"mclust",0.006003573,5000,0.04
"RGMMBench",0.311672634,5000,0.04
"mixtools",0.012639721,5000,0.04
"Rmixmod",0.016717285,5000,0.04
"otrimle",23.561345806,5000,0.04
"EMCluster",0.021080641,5000,0.04
"bgmm",0.015299297,5000,0.04
"flexmix",0.04158815,5000,0.04
"DCEM",0.31732499,5000,0.04
"GMKMcharlie",0.016005529,5000,0.04
"mclust",0.00580981,5000,0.04
"RGMMBench",0.312581307,5000,0.04
"mixtools",0.012497976,5000,0.04
"Rmixmod",0.016204542,5000,0.04
"otrimle",23.738807035,5000,0.04
"EMCluster",0.021071335,5000,0.04
"bgmm",0.015811836,5000,0.04
"flexmix",0.043053196,5000,0.04
"DCEM",0.318099632,5000,0.04
"GMKMcharlie",0.016263593,5000,0.04
"mclust",0.005901531,5000,0.04
"RGMMBench",0.313370107,5000,0.04
"mixtools",0.012977745,5000,0.04
"Rmixmod",0.016886852,5000,0.04
"otrimle",23.88279292,5000,0.04
"EMCluster",0.021696397,5000,0.04
"bgmm",0.015436364,5000,0.04
"flexmix",0.04304472,5000,0.04
"DCEM",0.319773689,5000,0.04
"GMKMcharlie",0.01669953,5000,0.04
"mclust",0.005827704,5000,0.04
"RGMMBench",0.309485284,5000,0.04
"mixtools",0.012486034,5000,0.04
"Rmixmod",0.01674187,5000,0.04
"otrimle",23.636662232,5000,0.04
"EMCluster",0.021207159,5000,0.04
"bgmm",0.015193839,5000,0.04
"flexmix",0.041374399,5000,0.04
"DCEM",0.306995648,5000,0.04
"GMKMcharlie",0.01597903,5000,0.04
"mclust",0.005769133,5000,0.04
"RGMMBench",0.307141712,5000,0.04
"mixtools",0.012431511,5000,0.04
"Rmixmod",0.016423544,5000,0.04
"otrimle",23.668865222,5000,0.04
"EMCluster",0.021384031,5000,0.04
"bgmm",0.015810464,5000,0.04
"flexmix",0.043441003,5000,0.04
"DCEM",0.321491207,5000,0.04
"GMKMcharlie",0.016170179,5000,0.04
"mclust",0.005784642,5000,0.04
"RGMMBench",0.317256701,5000,0.04
"mixtools",0.013226772,5000,0.04
"Rmixmod",0.016593882,5000,0.04
"otrimle",23.810683326,5000,0.04
"EMCluster",0.020926834,5000,0.04
"bgmm",0.015842193,5000,0.04
"flexmix",0.042089249,5000,0.04
"DCEM",0.324041368,5000,0.04
"GMKMcharlie",0.016210314,5000,0.04
"mclust",0.00576227,5000,0.04
"RGMMBench",0.30553419,5000,0.04
"mixtools",0.012310604,5000,0.04
"Rmixmod",0.016399979,5000,0.04
"otrimle",23.232394987,5000,0.04
"EMCluster",0.021550622,5000,0.04
"bgmm",0.015502838,5000,0.04
"flexmix",0.042400833,5000,0.04
"DCEM",0.319712724,5000,0.04
"GMKMcharlie",0.016155161,5000,0.04
"mclust",0.005716284,5000,0.04
"RGMMBench",0.31201166,5000,0.04
"mixtools",0.012725723,5000,0.04
"Rmixmod",0.016233668,5000,0.04
"otrimle",23.482170275,5000,0.04
"EMCluster",0.020991345,5000,0.04
"bgmm",0.015161368,5000,0.04
"flexmix",0.042354096,5000,0.04
"DCEM",0.310934722,5000,0.04
"GMKMcharlie",0.016362379,5000,0.04
"mclust",0.005704091,5000,0.04
"RGMMBench",0.307782834,5000,0.04
"mixtools",0.012322206,5000,0.04
"Rmixmod",0.016099045,5000,0.04
"otrimle",23.462418485,5000,0.04
"EMCluster",0.021258956,5000,0.04
"bgmm",0.015165536,5000,0.04
"flexmix",0.040219215,5000,0.04
"DCEM",0.30659626,5000,0.04
"GMKMcharlie",0.015787811,5000,0.04
"mclust",0.005716315,5000,0.04
"RGMMBench",0.30535293,5000,0.04
"mixtools",0.012242177,5000,0.04
"Rmixmod",0.015971907,5000,0.04
"otrimle",23.490177795,5000,0.04
"EMCluster",0.021063761,5000,0.04
"bgmm",0.015842443,5000,0.04
"flexmix",0.046785441,5000,0.04
"DCEM",0.469172139,5000,0.04
"GMKMcharlie",0.016723214,5000,0.04
"mclust",0.005794862,5000,0.04
"RGMMBench",0.316568852,5000,0.04
"mixtools",0.013047125,5000,0.04
"Rmixmod",0.016910696,5000,0.04
"otrimle",23.793957495,5000,0.04
"EMCluster",0.021107142,5000,0.04
"bgmm",0.01549919,5000,0.04
"flexmix",0.04283642,5000,0.04
"DCEM",0.317350057,5000,0.04
"GMKMcharlie",0.016100007,5000,0.04
"mclust",0.005869572,5000,0.04
"RGMMBench",0.314627724,5000,0.04
"mixtools",0.012772751,5000,0.04
"Rmixmod",0.01635804,5000,0.04
"otrimle",23.925128462,5000,0.04
"EMCluster",0.021360998,5000,0.04
"bgmm",0.015585272,5000,0.04
"flexmix",0.043043507,5000,0.04
"DCEM",0.315193403,5000,0.04
"GMKMcharlie",0.016338423,5000,0.04
"mclust",0.005944902,5000,0.04
"RGMMBench",0.314781953,5000,0.04
"mixtools",0.013110824,5000,0.04
"Rmixmod",0.017873842,5000,0.04
"otrimle",23.66160833,5000,0.04
"EMCluster",0.021594605,5000,0.04
"bgmm",0.015307671,5000,0.04
"flexmix",0.043646367,5000,0.04
"DCEM",0.315119065,5000,0.04
"GMKMcharlie",0.016249697,5000,0.04
"mclust",0.005921449,5000,0.04
"RGMMBench",0.304969671,5000,0.04
"mixtools",0.012351631,5000,0.04
"Rmixmod",0.016412312,5000,0.04
"otrimle",23.403070789,5000,0.04
"EMCluster",0.021199545,5000,0.04
"bgmm",0.015039399,5000,0.04
"flexmix",0.041876982,5000,0.04
"DCEM",0.306536567,5000,0.04
"GMKMcharlie",0.015869214,5000,0.04
"mclust",0.005853793,5000,0.04
"RGMMBench",0.313770497,5000,0.04
"mixtools",0.012654019,5000,0.04
"Rmixmod",0.016766897,5000,0.04
"otrimle",23.438252068,5000,0.04
"EMCluster",0.021052029,5000,0.04
"bgmm",0.015100143,5000,0.04
"flexmix",0.04246354,5000,0.04
